2023-05-25 15:28:03	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:04	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:04	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:05	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:06	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:06	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:07	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:07	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:08	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:09	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:09	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:10	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:11	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:11	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:12	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:12	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:13	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:14	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:14	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:15	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:15	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:16	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:17	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:17	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:18	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:18	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:19	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:20	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:20	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:21	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:21	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:22	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:23	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:23	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:24	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:24	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:25	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:26	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:26	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:27	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:27	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:28	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:29	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:29	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:30	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:30	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:31	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:32	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:32	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:33	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:33	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:34	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:35	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:35	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:36	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:36	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:37	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:38	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:38	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:39	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:39	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:40	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:41	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:41	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:42	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:42	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:43	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:44	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:44	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:45	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:45	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:46	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:47	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:47	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:48	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:48	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:49	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:50	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:50	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:51	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:51	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:52	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:53	0.000000 4.000000 -8.000000 -10.000000 400 32
2023-05-25 15:28:53	0.000000 4.000000 -7.500000 0.000000 400 33
2023-05-25 15:28:54	0.000000 4.000000 -7.000000 0.000000 400 34
2023-05-25 15:28:54	0.000000 4.000000 -6.500000 0.000000 400 35
2023-05-25 15:28:55	0.000000 4.000000 -6.000000 0.000000 400 36
2023-05-25 15:28:56	0.000000 4.000000 -5.500000 0.000000 400 37
2023-05-25 15:28:56	0.000000 4.000000 -5.000000 0.000000 400 38
2023-05-25 15:28:57	0.000000 4.000000 -4.500000 0.000000 400 39
2023-05-25 15:28:57	0.000000 4.000000 -4.000000 0.000000 400 40
2023-05-25 15:28:58	0.000000 4.000000 -3.500000 0.000000 400 41
2023-05-25 15:28:59	0.000000 4.000000 -3.000000 0.000000 400 42
2023-05-25 15:28:59	0.000000 4.000000 -2.500000 0.000000 400 43
2023-05-25 15:29:00	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:00	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:01	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:02	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:02	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:03	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:03	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:04	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:05	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:05	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:06	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:06	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:07	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:08	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:08	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:09	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:09	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:10	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:11	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:11	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:12	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:12	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:13	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:14	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:14	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:15	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:15	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:16	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:17	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:17	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:18	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:18	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:19	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:20	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:20	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:21	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:21	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:22	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:23	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:23	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:24	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:24	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:25	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:26	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:26	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:27	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:27	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:28	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:29	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:29	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:30	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:30	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:31	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:32	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:32	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:33	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:33	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:34	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:35	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:35	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:36	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:36	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:37	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:38	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:38	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:39	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:39	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:40	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:41	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:41	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:42	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:42	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:43	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:44	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:44	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:45	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:45	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:46	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:47	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:47	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:48	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:49	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:49	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:50	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:50	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:51	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:52	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:52	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:53	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:53	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:54	0.000000 4.000000 -2.000000 0.000000 400 44
2023-05-25 15:29:55	0.000000 4.000000 -1.500000 5.000000 400 45
2023-05-25 15:29:55	0.000000 4.000000 -1.000000 5.000000 400 46
2023-05-25 15:29:56	0.000000 4.000000 -0.500000 5.000000 400 47
2023-05-25 15:29:56	0.000000 4.000000 0.000000 5.000000 400 48
2023-05-25 15:29:57	0.000000 4.000000 0.500000 5.000000 400 49
2023-05-25 15:29:58	0.000000 4.000000 1.000000 5.000000 400 50
2023-05-25 15:29:58	0.000000 4.000000 1.500000 5.000000 400 51
2023-05-25 15:29:59	0.000000 4.000000 2.000000 5.000000 400 52
2023-05-25 15:29:59	0.000000 4.000000 2.500000 5.000000 400 53
2023-05-25 15:30:00	0.000000 4.000000 3.000000 5.000000 400 54
2023-05-25 15:30:01	0.000000 4.000000 3.000000 5.000000 400 54
2023-05-25 15:30:01	0.000000 4.000000 3.000000 5.000000 400 54
2023-05-25 15:30:02	0.000000 4.000000 3.000000 5.000000 400 54
2023-05-25 15:30:02	0.000000 4.000000 3.000000 5.000000 400 54
2023-05-25 15:30:03	0.000000 4.000000 3.000000 5.000000 400 54
2023-05-25 15:30:04	0.000000 4.000000 3.000000 5.000000 400 54
2023-05-25 15:30:04	0.000000 4.000000 3.000000 5.000000 400 54
2023-05-25 15:30:05	0.000000 4.000000 3.000000 5.000000 400 54
2023-05-25 15:30:05	0.000000 4.000000 3.000000 5.000000 400 54
2023-05-25 15:30:06	0.000000 4.000000 3.500000 10.000000 400 55
2023-05-25 15:30:07	0.000000 4.000000 4.000000 10.000000 400 56
2023-05-25 15:30:07	0.000000 4.000000 4.500000 10.000000 400 57
2023-05-25 15:30:08	0.000000 4.000000 5.000000 10.000000 400 58
2023-05-25 15:30:08	0.000000 4.000000 5.500000 10.000000 400 59
2023-05-25 15:30:09	0.000000 4.000000 6.000000 10.000000 400 60
2023-05-25 15:30:10	0.000000 4.000000 6.500000 10.000000 400 61
2023-05-25 15:30:10	0.000000 4.000000 7.000000 10.000000 400 62
2023-05-25 15:30:11	0.000000 4.000000 7.500000 10.000000 400 63
2023-05-25 15:30:11	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:12	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:13	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:13	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:14	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:14	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:15	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:16	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:16	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:17	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:17	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:18	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:19	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:19	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:20	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:20	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:21	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:22	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:22	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:23	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:23	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:24	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:25	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:25	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:26	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:26	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:27	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:28	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:28	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:29	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:29	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:30	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:31	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:31	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:32	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:32	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:33	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:34	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:34	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:35	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:35	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:36	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:37	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:37	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:38	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:38	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:39	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:40	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:40	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:41	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:41	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:42	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:43	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:43	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:44	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:44	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:45	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:46	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:46	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:47	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:47	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:48	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:49	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:49	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:50	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:50	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:51	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:52	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:52	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:53	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:53	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:54	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:55	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:55	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:56	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:56	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:57	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:58	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:58	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:59	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:30:59	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:31:00	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:31:01	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:31:01	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:31:02	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:31:02	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:31:03	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:31:04	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:31:04	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:31:05	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:31:05	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:31:06	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:31:07	0.000000 4.000000 8.000000 10.000000 400 64
2023-05-25 15:31:07	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:08	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:08	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:09	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:10	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:10	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:11	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:11	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:12	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:13	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:13	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:14	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:14	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:15	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:16	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:16	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:17	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:17	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:18	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:19	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:19	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:20	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:20	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:21	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:22	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:22	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:23	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:24	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:24	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:25	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:25	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:26	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:27	0.000000 1.000000 8.000000 10.000000 400 64
2023-05-25 15:31:27	0.000000 1.000000 8.000000 10.000000 400 64
